SearchBayesianSkopt: Resuming 'ItemKNN_CFCBF_HybridRecommender_mixed_tversky' Failed, no such file exists.
SearchBayesianSkopt: New best config found. Config 0: {'topK': 404, 'shrink': 245, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 1.392927588112716, 'tversky_beta': 1.8133639822586698, 'ICM_weight': 1.1671118619726781} - results: PRECISION: 0.2118492, PRECISION_RECALL_MIN_DEN: 0.2134709, RECALL: 0.0463237, MAP: 0.1033523, MAP_MIN_DEN: 0.1041096, MRR: 0.4445567, NDCG: 0.2225481, F1: 0.0760238, HIT_RATE: 0.8748350, ARHR_ALL_HITS: 0.6748431, NOVELTY: 0.0052039, AVERAGE_POPULARITY: 0.7317080, DIVERSITY_MEAN_INTER_LIST: 0.6669775, DIVERSITY_HERFINDAHL: 0.9666929, COVERAGE_ITEM: 0.0306772, COVERAGE_ITEM_CORRECT: 0.0134559, COVERAGE_USER: 0.9991209, COVERAGE_USER_CORRECT: 0.8740659, DIVERSITY_GINI: 0.0019128, SHANNON_ENTROPY: 5.3613456, RATIO_DIVERSITY_HERFINDAHL: 0.9670658, RATIO_DIVERSITY_GINI: 0.0077229, RATIO_SHANNON_ENTROPY: 0.4327394, RATIO_AVERAGE_POPULARITY: 3.5719243, RATIO_NOVELTY: 0.0306078, 
SearchBayesianSkopt: Config 19 is suboptimal. Config: {'topK': 898, 'shrink': 901, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 1.3468970037322079, 'tversky_beta': 0.5101843108353049, 'ICM_weight': 5.197841058207052} - results: PRECISION: 0.2019871, PRECISION_RECALL_MIN_DEN: 0.2035865, RECALL: 0.0437743, MAP: 0.0951738, MAP_MIN_DEN: 0.0958265, MRR: 0.4186260, NDCG: 0.2094387, F1: 0.0719547, HIT_RATE: 0.8606101, ARHR_ALL_HITS: 0.6283722, NOVELTY: 0.0052835, AVERAGE_POPULARITY: 0.6531407, DIVERSITY_MEAN_INTER_LIST: 0.7843434, DIVERSITY_HERFINDAHL: 0.9784286, COVERAGE_ITEM: 0.0272994, COVERAGE_ITEM_CORRECT: 0.0125145, COVERAGE_USER: 0.9991209, COVERAGE_USER_CORRECT: 0.8598535, DIVERSITY_GINI: 0.0026402, SHANNON_ENTROPY: 5.9391583, RATIO_DIVERSITY_HERFINDAHL: 0.9788060, RATIO_DIVERSITY_GINI: 0.0106595, RATIO_SHANNON_ENTROPY: 0.4793774, RATIO_AVERAGE_POPULARITY: 3.1883884, RATIO_NOVELTY: 0.0310757, 
SearchBayesianSkopt: Config 20 is suboptimal. Config: {'topK': 359, 'shrink': 201, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 0.4932520758989093, 'tversky_beta': 0.9159029205188018, 'ICM_weight': 6430.494931624257} - results: PRECISION: 0.2113726, PRECISION_RECALL_MIN_DEN: 0.2131158, RECALL: 0.0463859, MAP: 0.1033140, MAP_MIN_DEN: 0.1040422, MRR: 0.4460512, NDCG: 0.2226028, F1: 0.0760768, HIT_RATE: 0.8744684, ARHR_ALL_HITS: 0.6763618, NOVELTY: 0.0051987, AVERAGE_POPULARITY: 0.7351993, DIVERSITY_MEAN_INTER_LIST: 0.6662283, DIVERSITY_HERFINDAHL: 0.9666179, COVERAGE_ITEM: 0.0289606, COVERAGE_ITEM_CORRECT: 0.0129575, COVERAGE_USER: 0.9991209, COVERAGE_USER_CORRECT: 0.8736996, DIVERSITY_GINI: 0.0018988, SHANNON_ENTROPY: 5.3680560, RATIO_DIVERSITY_HERFINDAHL: 0.9669908, RATIO_DIVERSITY_GINI: 0.0076664, RATIO_SHANNON_ENTROPY: 0.4332810, RATIO_AVERAGE_POPULARITY: 3.5889679, RATIO_NOVELTY: 0.0305768, 
SearchBayesianSkopt: Config 21 is suboptimal. Config: {'topK': 299, 'shrink': 147, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 1.96322540755428, 'tversky_beta': 0.4237410413688848, 'ICM_weight': 23.24776087979341} - results: PRECISION: 0.1866769, PRECISION_RECALL_MIN_DEN: 0.1880205, RECALL: 0.0397495, MAP: 0.0860941, MAP_MIN_DEN: 0.0865830, MRR: 0.3897036, NDCG: 0.1926466, F1: 0.0655429, HIT_RATE: 0.8289339, ARHR_ALL_HITS: 0.5764580, NOVELTY: 0.0055057, AVERAGE_POPULARITY: 0.5159210, DIVERSITY_MEAN_INTER_LIST: 0.8762360, DIVERSITY_HERFINDAHL: 0.9876172, COVERAGE_ITEM: 0.0592502, COVERAGE_ITEM_CORRECT: 0.0287391, COVERAGE_USER: 0.9991209, COVERAGE_USER_CORRECT: 0.8282051, DIVERSITY_GINI: 0.0059835, SHANNON_ENTROPY: 7.0626830, RATIO_DIVERSITY_HERFINDAHL: 0.9879982, RATIO_DIVERSITY_GINI: 0.0241578, RATIO_SHANNON_ENTROPY: 0.5700623, RATIO_AVERAGE_POPULARITY: 2.5185334, RATIO_NOVELTY: 0.0323828, 
SearchBayesianSkopt: Config 22 is suboptimal. Config: {'topK': 322, 'shrink': 316, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 0.8102568804863957, 'tversky_beta': 0.7028273712035057, 'ICM_weight': 2.4584165098012707} - results: PRECISION: 0.2108960, PRECISION_RECALL_MIN_DEN: 0.2126311, RECALL: 0.0463830, MAP: 0.1018097, MAP_MIN_DEN: 0.1025273, MRR: 0.4351652, NDCG: 0.2200041, F1: 0.0760419, HIT_RATE: 0.8727819, ARHR_ALL_HITS: 0.6629674, NOVELTY: 0.0052324, AVERAGE_POPULARITY: 0.7057209, DIVERSITY_MEAN_INTER_LIST: 0.7267423, DIVERSITY_HERFINDAHL: 0.9726689, COVERAGE_ITEM: 0.0332798, COVERAGE_ITEM_CORRECT: 0.0145634, COVERAGE_USER: 0.9991209, COVERAGE_USER_CORRECT: 0.8720147, DIVERSITY_GINI: 0.0023457, SHANNON_ENTROPY: 5.7012732, RATIO_DIVERSITY_HERFINDAHL: 0.9730441, RATIO_DIVERSITY_GINI: 0.0094704, RATIO_SHANNON_ENTROPY: 0.4601765, RATIO_AVERAGE_POPULARITY: 3.4450653, RATIO_NOVELTY: 0.0307754, 
SearchBayesianSkopt: Config 23 is suboptimal. Config: {'topK': 834, 'shrink': 54, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 1.0118087478532962, 'tversky_beta': 1.820736429097745, 'ICM_weight': 1.0356562982051756} - results: PRECISION: 0.2095762, PRECISION_RECALL_MIN_DEN: 0.2112054, RECALL: 0.0455903, MAP: 0.1026058, MAP_MIN_DEN: 0.1033174, MRR: 0.4448665, NDCG: 0.2210809, F1: 0.0748895, HIT_RATE: 0.8702156, ARHR_ALL_HITS: 0.6729907, NOVELTY: 0.0051954, AVERAGE_POPULARITY: 0.7410090, DIVERSITY_MEAN_INTER_LIST: 0.6396438, DIVERSITY_HERFINDAHL: 0.9639597, COVERAGE_ITEM: 0.0265795, COVERAGE_ITEM_CORRECT: 0.0119608, COVERAGE_USER: 0.9991209, COVERAGE_USER_CORRECT: 0.8694505, DIVERSITY_GINI: 0.0017093, SHANNON_ENTROPY: 5.2027802, RATIO_DIVERSITY_HERFINDAHL: 0.9643315, RATIO_DIVERSITY_GINI: 0.0069011, RATIO_SHANNON_ENTROPY: 0.4199408, RATIO_AVERAGE_POPULARITY: 3.6173284, RATIO_NOVELTY: 0.0305578, 
SearchBayesianSkopt: Config 24 is suboptimal. Config: {'topK': 239, 'shrink': 682, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 0.25354050308265147, 'tversky_beta': 1.3683109222448515, 'ICM_weight': 255.39395289738908} - results: PRECISION: 0.2095615, PRECISION_RECALL_MIN_DEN: 0.2111441, RECALL: 0.0458194, MAP: 0.1027880, MAP_MIN_DEN: 0.1035948, MRR: 0.4457187, NDCG: 0.2213387, F1: 0.0751973, HIT_RATE: 0.8716821, ARHR_ALL_HITS: 0.6741674, NOVELTY: 0.0051761, AVERAGE_POPULARITY: 0.7471973, DIVERSITY_MEAN_INTER_LIST: 0.6446020, DIVERSITY_HERFINDAHL: 0.9644555, COVERAGE_ITEM: 0.0236447, COVERAGE_ITEM_CORRECT: 0.0103549, COVERAGE_USER: 0.9991209, COVERAGE_USER_CORRECT: 0.8709158, DIVERSITY_GINI: 0.0016925, SHANNON_ENTROPY: 5.2330664, RATIO_DIVERSITY_HERFINDAHL: 0.9648275, RATIO_DIVERSITY_GINI: 0.0068333, RATIO_SHANNON_ENTROPY: 0.4223854, RATIO_AVERAGE_POPULARITY: 3.6475376, RATIO_NOVELTY: 0.0304443, 
SearchBayesianSkopt: Config 25 is suboptimal. Config: {'topK': 997, 'shrink': 573, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 1.6709054052056842, 'tversky_beta': 0.3671632826579599, 'ICM_weight': 4047.292483731236} - results: PRECISION: 0.1864130, PRECISION_RECALL_MIN_DEN: 0.1878525, RECALL: 0.0398667, MAP: 0.0870474, MAP_MIN_DEN: 0.0876108, MRR: 0.3965949, NDCG: 0.1940400, F1: 0.0656857, HIT_RATE: 0.8305470, ARHR_ALL_HITS: 0.5846008, NOVELTY: 0.0054201, AVERAGE_POPULARITY: 0.5576511, DIVERSITY_MEAN_INTER_LIST: 0.8277612, DIVERSITY_HERFINDAHL: 0.9827701, COVERAGE_ITEM: 0.0371006, COVERAGE_ITEM_CORRECT: 0.0188272, COVERAGE_USER: 0.9991209, COVERAGE_USER_CORRECT: 0.8298168, DIVERSITY_GINI: 0.0038437, SHANNON_ENTROPY: 6.4767679, RATIO_DIVERSITY_HERFINDAHL: 0.9831492, RATIO_DIVERSITY_GINI: 0.0155185, RATIO_SHANNON_ENTROPY: 0.5227703, RATIO_AVERAGE_POPULARITY: 2.7222439, RATIO_NOVELTY: 0.0318793, 
SearchBayesianSkopt: Config 26 is suboptimal. Config: {'topK': 652, 'shrink': 113, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 1.594945690404887, 'tversky_beta': 1.2522722615831334, 'ICM_weight': 1823.4823083103718} - results: PRECISION: 0.2083957, PRECISION_RECALL_MIN_DEN: 0.2100277, RECALL: 0.0455449, MAP: 0.1000454, MAP_MIN_DEN: 0.1007721, MRR: 0.4332632, NDCG: 0.2174765, F1: 0.0747526, HIT_RATE: 0.8724153, ARHR_ALL_HITS: 0.6556814, NOVELTY: 0.0052631, AVERAGE_POPULARITY: 0.6853571, DIVERSITY_MEAN_INTER_LIST: 0.7445101, DIVERSITY_HERFINDAHL: 0.9744455, COVERAGE_ITEM: 0.0364915, COVERAGE_ITEM_CORRECT: 0.0162800, COVERAGE_USER: 0.9991209, COVERAGE_USER_CORRECT: 0.8716484, DIVERSITY_GINI: 0.0024969, SHANNON_ENTROPY: 5.7781518, RATIO_DIVERSITY_HERFINDAHL: 0.9748214, RATIO_DIVERSITY_GINI: 0.0100810, RATIO_SHANNON_ENTROPY: 0.4663818, RATIO_AVERAGE_POPULARITY: 3.3456565, RATIO_NOVELTY: 0.0309557, 
SearchBayesianSkopt: Config 27 is suboptimal. Config: {'topK': 107, 'shrink': 817, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 0.2037239662141373, 'tversky_beta': 1.401181597702022, 'ICM_weight': 64.56963666666292} - results: PRECISION: 0.2153615, PRECISION_RECALL_MIN_DEN: 0.2173197, RECALL: 0.0476338, MAP: 0.1051667, MAP_MIN_DEN: 0.1060513, MRR: 0.4477688, NDCG: 0.2260172, F1: 0.0780127, HIT_RATE: 0.8801144, ARHR_ALL_HITS: 0.6840107, NOVELTY: 0.0051965, AVERAGE_POPULARITY: 0.7310555, DIVERSITY_MEAN_INTER_LIST: 0.7017837, DIVERSITY_HERFINDAHL: 0.9701732, COVERAGE_ITEM: 0.0284069, COVERAGE_ITEM_CORRECT: 0.0134005, COVERAGE_USER: 0.9991209, COVERAGE_USER_CORRECT: 0.8793407, DIVERSITY_GINI: 0.0021387, SHANNON_ENTROPY: 5.5864300, RATIO_DIVERSITY_HERFINDAHL: 0.9705475, RATIO_DIVERSITY_GINI: 0.0086349, RATIO_SHANNON_ENTROPY: 0.4509070, RATIO_AVERAGE_POPULARITY: 3.5687394, RATIO_NOVELTY: 0.0305641, 
SearchBayesianSkopt: Config 28 is suboptimal. Config: {'topK': 516, 'shrink': 763, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 0.21140017044414355, 'tversky_beta': 0.8259564765443148, 'ICM_weight': 5.1050591280509225} - results: PRECISION: 0.2048468, PRECISION_RECALL_MIN_DEN: 0.2066781, RECALL: 0.0446786, MAP: 0.1011661, MAP_MIN_DEN: 0.1020283, MRR: 0.4461404, NDCG: 0.2182425, F1: 0.0733574, HIT_RATE: 0.8629564, ARHR_ALL_HITS: 0.6691200, NOVELTY: 0.0051531, AVERAGE_POPULARITY: 0.7626365, DIVERSITY_MEAN_INTER_LIST: 0.5893593, DIVERSITY_HERFINDAHL: 0.9589316, COVERAGE_ITEM: 0.0176643, COVERAGE_ITEM_CORRECT: 0.0071986, COVERAGE_USER: 0.9991209, COVERAGE_USER_CORRECT: 0.8621978, DIVERSITY_GINI: 0.0013593, SHANNON_ENTROPY: 4.8936010, RATIO_DIVERSITY_HERFINDAHL: 0.9593015, RATIO_DIVERSITY_GINI: 0.0054880, RATIO_SHANNON_ENTROPY: 0.3949855, RATIO_AVERAGE_POPULARITY: 3.7229059, RATIO_NOVELTY: 0.0303085, 
SearchBayesianSkopt: Config 29 is suboptimal. Config: {'topK': 510, 'shrink': 30, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 0.7590688528211138, 'tversky_beta': 0.5171209192607894, 'ICM_weight': 540.2738653030106} - results: PRECISION: 0.2080070, PRECISION_RECALL_MIN_DEN: 0.2095822, RECALL: 0.0455347, MAP: 0.0989122, MAP_MIN_DEN: 0.0996010, MRR: 0.4283151, NDCG: 0.2159251, F1: 0.0747138, HIT_RATE: 0.8707288, ARHR_ALL_HITS: 0.6482493, NOVELTY: 0.0053196, AVERAGE_POPULARITY: 0.6479854, DIVERSITY_MEAN_INTER_LIST: 0.8016844, DIVERSITY_HERFINDAHL: 0.9801626, COVERAGE_ITEM: 0.0438009, COVERAGE_ITEM_CORRECT: 0.0203223, COVERAGE_USER: 0.9991209, COVERAGE_USER_CORRECT: 0.8699634, DIVERSITY_GINI: 0.0033546, SHANNON_ENTROPY: 6.2131121, RATIO_DIVERSITY_HERFINDAHL: 0.9805407, RATIO_DIVERSITY_GINI: 0.0135439, RATIO_SHANNON_ENTROPY: 0.5014895, RATIO_AVERAGE_POPULARITY: 3.1632219, RATIO_NOVELTY: 0.0312883, 
SearchBayesianSkopt: Config 30 is suboptimal. Config: {'topK': 307, 'shrink': 981, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 0.7570110639262482, 'tversky_beta': 0.25593789858676536, 'ICM_weight': 1.8800382477842734} - results: PRECISION: 0.2062692, PRECISION_RECALL_MIN_DEN: 0.2078770, RECALL: 0.0448491, MAP: 0.0984860, MAP_MIN_DEN: 0.0991825, MRR: 0.4268457, NDCG: 0.2146287, F1: 0.0736783, HIT_RATE: 0.8677959, ARHR_ALL_HITS: 0.6456673, NOVELTY: 0.0052482, AVERAGE_POPULARITY: 0.6842253, DIVERSITY_MEAN_INTER_LIST: 0.7665156, DIVERSITY_HERFINDAHL: 0.9766459, COVERAGE_ITEM: 0.0299020, COVERAGE_ITEM_CORRECT: 0.0121823, COVERAGE_USER: 0.9991209, COVERAGE_USER_CORRECT: 0.8670330, DIVERSITY_GINI: 0.0025223, SHANNON_ENTROPY: 5.8675252, RATIO_DIVERSITY_HERFINDAHL: 0.9770227, RATIO_DIVERSITY_GINI: 0.0101834, RATIO_SHANNON_ENTROPY: 0.4735955, RATIO_AVERAGE_POPULARITY: 3.3401317, RATIO_NOVELTY: 0.0308680, 
SearchBayesianSkopt: Config 31 is suboptimal. Config: {'topK': 20, 'shrink': 29, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 1.8102200405776034, 'tversky_beta': 0.5573245067625522, 'ICM_weight': 1203.0498114931554} - results: PRECISION: 0.1734272, PRECISION_RECALL_MIN_DEN: 0.1744861, RECALL: 0.0365669, MAP: 0.0772381, MAP_MIN_DEN: 0.0776674, MRR: 0.3637174, NDCG: 0.1776895, F1: 0.0603988, HIT_RATE: 0.8069365, ARHR_ALL_HITS: 0.5285040, NOVELTY: 0.0054971, AVERAGE_POPULARITY: 0.5458977, DIVERSITY_MEAN_INTER_LIST: 0.9255113, DIVERSITY_HERFINDAHL: 0.9925443, COVERAGE_ITEM: 0.0862728, COVERAGE_ITEM_CORRECT: 0.0404231, COVERAGE_USER: 0.9991209, COVERAGE_USER_CORRECT: 0.8062271, DIVERSITY_GINI: 0.0102097, SHANNON_ENTROPY: 7.8240614, RATIO_DIVERSITY_HERFINDAHL: 0.9929272, RATIO_DIVERSITY_GINI: 0.0412207, RATIO_SHANNON_ENTROPY: 0.6315167, RATIO_AVERAGE_POPULARITY: 2.6648683, RATIO_NOVELTY: 0.0323318, 
SearchBayesianSkopt: Config 32 is suboptimal. Config: {'topK': 652, 'shrink': 904, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 0.005921437534444964, 'tversky_beta': 1.5672431662925081, 'ICM_weight': 1808.5411027532582} - results: PRECISION: 0.2029403, PRECISION_RECALL_MIN_DEN: 0.2048404, RECALL: 0.0441066, MAP: 0.0998138, MAP_MIN_DEN: 0.1006712, MRR: 0.4407640, NDCG: 0.2159036, F1: 0.0724640, HIT_RATE: 0.8579704, ARHR_ALL_HITS: 0.6607344, NOVELTY: 0.0051459, AVERAGE_POPULARITY: 0.7669142, DIVERSITY_MEAN_INTER_LIST: 0.5782179, DIVERSITY_HERFINDAHL: 0.9578176, COVERAGE_ITEM: 0.0126253, COVERAGE_ITEM_CORRECT: 0.0059250, COVERAGE_USER: 0.9991209, COVERAGE_USER_CORRECT: 0.8572161, DIVERSITY_GINI: 0.0012897, SHANNON_ENTROPY: 4.8257747, RATIO_DIVERSITY_HERFINDAHL: 0.9581870, RATIO_DIVERSITY_GINI: 0.0052072, RATIO_SHANNON_ENTROPY: 0.3895109, RATIO_AVERAGE_POPULARITY: 3.7437878, RATIO_NOVELTY: 0.0302662, 
SearchBayesianSkopt: Config 33 is suboptimal. Config: {'topK': 49, 'shrink': 360, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 0.55981225549356, 'tversky_beta': 0.80673153701457, 'ICM_weight': 1.4918716853543552} - results: PRECISION: 0.2108667, PRECISION_RECALL_MIN_DEN: 0.2124193, RECALL: 0.0458755, MAP: 0.1006754, MAP_MIN_DEN: 0.1013990, MRR: 0.4307323, NDCG: 0.2187269, F1: 0.0753566, HIT_RATE: 0.8706555, ARHR_ALL_HITS: 0.6562068, NOVELTY: 0.0052713, AVERAGE_POPULARITY: 0.6781313, DIVERSITY_MEAN_INTER_LIST: 0.8124756, DIVERSITY_HERFINDAHL: 0.9812416, COVERAGE_ITEM: 0.0457943, COVERAGE_ITEM_CORRECT: 0.0219281, COVERAGE_USER: 0.9991209, COVERAGE_USER_CORRECT: 0.8698901, DIVERSITY_GINI: 0.0037761, SHANNON_ENTROPY: 6.3818864, RATIO_DIVERSITY_HERFINDAHL: 0.9816201, RATIO_DIVERSITY_GINI: 0.0152455, RATIO_SHANNON_ENTROPY: 0.5151120, RATIO_AVERAGE_POPULARITY: 3.3103833, RATIO_NOVELTY: 0.0310037, 
SearchBayesianSkopt: Config 34 is suboptimal. Config: {'topK': 499, 'shrink': 995, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 1.4029331955815285, 'tversky_beta': 1.001718944783031, 'ICM_weight': 1175.4723041257694} - results: PRECISION: 0.2083370, PRECISION_RECALL_MIN_DEN: 0.2099757, RECALL: 0.0454940, MAP: 0.1006899, MAP_MIN_DEN: 0.1014165, MRR: 0.4354384, NDCG: 0.2181620, F1: 0.0746803, HIT_RATE: 0.8694090, ARHR_ALL_HITS: 0.6597782, NOVELTY: 0.0052084, AVERAGE_POPULARITY: 0.7178969, DIVERSITY_MEAN_INTER_LIST: 0.6948744, DIVERSITY_HERFINDAHL: 0.9694823, COVERAGE_ITEM: 0.0258043, COVERAGE_ITEM_CORRECT: 0.0111856, COVERAGE_USER: 0.9991209, COVERAGE_USER_CORRECT: 0.8686447, DIVERSITY_GINI: 0.0019330, SHANNON_ENTROPY: 5.4469512, RATIO_DIVERSITY_HERFINDAHL: 0.9698563, RATIO_DIVERSITY_GINI: 0.0078045, RATIO_SHANNON_ENTROPY: 0.4396490, RATIO_AVERAGE_POPULARITY: 3.5045039, RATIO_NOVELTY: 0.0306340, 
SearchBayesianSkopt: Config 35 is suboptimal. Config: {'topK': 329, 'shrink': 613, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 1.3398709901862407, 'tversky_beta': 0.2447646771357695, 'ICM_weight': 2417.1764269353707} - results: PRECISION: 0.1920663, PRECISION_RECALL_MIN_DEN: 0.1933818, RECALL: 0.0409247, MAP: 0.0893437, MAP_MIN_DEN: 0.0898815, MRR: 0.3975229, NDCG: 0.1982156, F1: 0.0674726, HIT_RATE: 0.8386127, ARHR_ALL_HITS: 0.5930191, NOVELTY: 0.0054090, AVERAGE_POPULARITY: 0.5661368, DIVERSITY_MEAN_INTER_LIST: 0.8474519, DIVERSITY_HERFINDAHL: 0.9847390, COVERAGE_ITEM: 0.0411429, COVERAGE_ITEM_CORRECT: 0.0210421, COVERAGE_USER: 0.9991209, COVERAGE_USER_CORRECT: 0.8378755, DIVERSITY_GINI: 0.0042921, SHANNON_ENTROPY: 6.6370150, RATIO_DIVERSITY_HERFINDAHL: 0.9851188, RATIO_DIVERSITY_GINI: 0.0173291, RATIO_SHANNON_ENTROPY: 0.5357046, RATIO_AVERAGE_POPULARITY: 2.7636681, RATIO_NOVELTY: 0.0318140, 
SearchBayesianSkopt: Config 36 is suboptimal. Config: {'topK': 967, 'shrink': 478, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 1.1418331022089787, 'tversky_beta': 1.9681866567911466, 'ICM_weight': 5.723168252598635} - results: PRECISION: 0.2078604, PRECISION_RECALL_MIN_DEN: 0.2096182, RECALL: 0.0450961, MAP: 0.1019546, MAP_MIN_DEN: 0.1027346, MRR: 0.4440355, NDCG: 0.2197916, F1: 0.0741131, HIT_RATE: 0.8648629, ARHR_ALL_HITS: 0.6698154, NOVELTY: 0.0051703, AVERAGE_POPULARITY: 0.7522883, DIVERSITY_MEAN_INTER_LIST: 0.6168218, DIVERSITY_HERFINDAHL: 0.9616777, COVERAGE_ITEM: 0.0214851, COVERAGE_ITEM_CORRECT: 0.0085830, COVERAGE_USER: 0.9991209, COVERAGE_USER_CORRECT: 0.8641026, DIVERSITY_GINI: 0.0014966, SHANNON_ENTROPY: 5.0372471, RATIO_DIVERSITY_HERFINDAHL: 0.9620486, RATIO_DIVERSITY_GINI: 0.0060423, RATIO_SHANNON_ENTROPY: 0.4065799, RATIO_AVERAGE_POPULARITY: 3.6723897, RATIO_NOVELTY: 0.0304101, 
SearchBayesianSkopt: Config 37 is suboptimal. Config: {'topK': 128, 'shrink': 148, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 1.1651475200397559, 'tversky_beta': 0.5595810988729847, 'ICM_weight': 12.665008809531571} - results: PRECISION: 0.2045608, PRECISION_RECALL_MIN_DEN: 0.2059823, RECALL: 0.0440469, MAP: 0.0961938, MAP_MIN_DEN: 0.0966985, MRR: 0.4157011, NDCG: 0.2109155, F1: 0.0724859, HIT_RATE: 0.8684558, ARHR_ALL_HITS: 0.6302200, NOVELTY: 0.0053355, AVERAGE_POPULARITY: 0.6358258, DIVERSITY_MEAN_INTER_LIST: 0.8418905, DIVERSITY_HERFINDAHL: 0.9841829, COVERAGE_ITEM: 0.0548757, COVERAGE_ITEM_CORRECT: 0.0261919, COVERAGE_USER: 0.9991209, COVERAGE_USER_CORRECT: 0.8676923, DIVERSITY_GINI: 0.0045491, SHANNON_ENTROPY: 6.6286720, RATIO_DIVERSITY_HERFINDAHL: 0.9845625, RATIO_DIVERSITY_GINI: 0.0183667, RATIO_SHANNON_ENTROPY: 0.5350312, RATIO_AVERAGE_POPULARITY: 3.1038634, RATIO_NOVELTY: 0.0313817, 
SearchBayesianSkopt: Config 38 is suboptimal. Config: {'topK': 740, 'shrink': 384, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 0.11331396157734511, 'tversky_beta': 1.709392932976963, 'ICM_weight': 6.367468194708994} - results: PRECISION: 0.2049641, PRECISION_RECALL_MIN_DEN: 0.2067542, RECALL: 0.0445035, MAP: 0.1009092, MAP_MIN_DEN: 0.1017413, MRR: 0.4428482, NDCG: 0.2177449, F1: 0.0731287, HIT_RATE: 0.8611233, ARHR_ALL_HITS: 0.6658789, NOVELTY: 0.0051552, AVERAGE_POPULARITY: 0.7618773, DIVERSITY_MEAN_INTER_LIST: 0.5928888, DIVERSITY_HERFINDAHL: 0.9592845, COVERAGE_ITEM: 0.0152832, COVERAGE_ITEM_CORRECT: 0.0071986, COVERAGE_USER: 0.9991209, COVERAGE_USER_CORRECT: 0.8603663, DIVERSITY_GINI: 0.0013709, SHANNON_ENTROPY: 4.9233237, RATIO_DIVERSITY_HERFINDAHL: 0.9596546, RATIO_DIVERSITY_GINI: 0.0055351, RATIO_SHANNON_ENTROPY: 0.3973846, RATIO_AVERAGE_POPULARITY: 3.7191995, RATIO_NOVELTY: 0.0303213, 
SearchBayesianSkopt: Config 39 is suboptimal. Config: {'topK': 38, 'shrink': 265, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 1.7617560958775484, 'tversky_beta': 1.8491991674849906, 'ICM_weight': 60.53784908225059} - results: PRECISION: 0.2084397, PRECISION_RECALL_MIN_DEN: 0.2098641, RECALL: 0.0452148, MAP: 0.0996461, MAP_MIN_DEN: 0.1002430, MRR: 0.4318599, NDCG: 0.2169691, F1: 0.0743102, HIT_RATE: 0.8729286, ARHR_ALL_HITS: 0.6538557, NOVELTY: 0.0052879, AVERAGE_POPULARITY: 0.6704133, DIVERSITY_MEAN_INTER_LIST: 0.8198740, DIVERSITY_HERFINDAHL: 0.9819814, COVERAGE_ITEM: 0.0526607, COVERAGE_ITEM_CORRECT: 0.0247522, COVERAGE_USER: 0.9991209, COVERAGE_USER_CORRECT: 0.8721612, DIVERSITY_GINI: 0.0041175, SHANNON_ENTROPY: 6.4661439, RATIO_DIVERSITY_HERFINDAHL: 0.9823602, RATIO_DIVERSITY_GINI: 0.0166239, RATIO_SHANNON_ENTROPY: 0.5219128, RATIO_AVERAGE_POPULARITY: 3.2727068, RATIO_NOVELTY: 0.0311015, 
