SearchBayesianSkopt: Extending previous number of cases from 50 to 150.
SearchBayesianSkopt: Search interrupted due to ValueError. The evaluated configurations may have had all the same value.
SearchBayesianSkopt: New best config found. Config 0: {'topK': 1208, 'l1_ratio': 1.046137916765057e-05, 'alpha': 0.5119339467956279} - results: PRECISION: 0.2351565, PRECISION_RECALL_MIN_DEN: 0.2376518, RECALL: 0.0540540, MAP: 0.1152662, MAP_MIN_DEN: 0.1162066, MRR: 0.4636224, NDCG: 0.2435698, F1: 0.0879025, HIT_RATE: 0.9092309, ARHR_ALL_HITS: 0.7279796, NOVELTY: 0.0053084, AVERAGE_POPULARITY: 0.6536793, DIVERSITY_MEAN_INTER_LIST: 0.8141581, DIVERSITY_HERFINDAHL: 0.9814098, COVERAGE_ITEM: 0.0398693, COVERAGE_ITEM_CORRECT: 0.0240323, COVERAGE_USER: 0.9991941, COVERAGE_USER_CORRECT: 0.9084982, DIVERSITY_GINI: 0.0042627, SHANNON_ENTROPY: 6.5586445, RATIO_DIVERSITY_HERFINDAHL: 0.9817884, RATIO_DIVERSITY_GINI: 0.0172122, RATIO_SHANNON_ENTROPY: 0.5293777, RATIO_AVERAGE_POPULARITY: 3.2324266, RATIO_NOVELTY: 0.0312219, 
SearchBayesianSkopt: Config 89 is suboptimal. Config: {'topK': 1496, 'l1_ratio': 8.424046001711731e-05, 'alpha': 0.4178186726654099} - results: PRECISION: 0.2364689, PRECISION_RECALL_MIN_DEN: 0.2389405, RECALL: 0.0544124, MAP: 0.1157341, MAP_MIN_DEN: 0.1166780, MRR: 0.4635520, NDCG: 0.2444030, F1: 0.0884680, HIT_RATE: 0.9098908, ARHR_ALL_HITS: 0.7291702, NOVELTY: 0.0053253, AVERAGE_POPULARITY: 0.6439740, DIVERSITY_MEAN_INTER_LIST: 0.8259584, DIVERSITY_HERFINDAHL: 0.9825898, COVERAGE_ITEM: 0.0412537, COVERAGE_ITEM_CORRECT: 0.0256382, COVERAGE_USER: 0.9991941, COVERAGE_USER_CORRECT: 0.9091575, DIVERSITY_GINI: 0.0046645, SHANNON_ENTROPY: 6.6828392, RATIO_DIVERSITY_HERFINDAHL: 0.9829688, RATIO_DIVERSITY_GINI: 0.0188347, RATIO_SHANNON_ENTROPY: 0.5394020, RATIO_AVERAGE_POPULARITY: 3.1844341, RATIO_NOVELTY: 0.0313212, 
SearchBayesianSkopt: Config 90 is suboptimal. Config: {'topK': 903, 'l1_ratio': 0.009583398139756519, 'alpha': 0.8148764890049834} - results: PRECISION: 0.2252878, PRECISION_RECALL_MIN_DEN: 0.2274063, RECALL: 0.0509754, MAP: 0.1104679, MAP_MIN_DEN: 0.1113603, MRR: 0.4584787, NDCG: 0.2351928, F1: 0.0831390, HIT_RATE: 0.8966200, ARHR_ALL_HITS: 0.7085757, NOVELTY: 0.0052101, AVERAGE_POPULARITY: 0.7106444, DIVERSITY_MEAN_INTER_LIST: 0.7340288, DIVERSITY_HERFINDAHL: 0.9733975, COVERAGE_ITEM: 0.0241431, COVERAGE_ITEM_CORRECT: 0.0122377, COVERAGE_USER: 0.9991941, COVERAGE_USER_CORRECT: 0.8958974, DIVERSITY_GINI: 0.0024032, SHANNON_ENTROPY: 5.7966457, RATIO_DIVERSITY_HERFINDAHL: 0.9737730, RATIO_DIVERSITY_GINI: 0.0097041, RATIO_SHANNON_ENTROPY: 0.4678733, RATIO_AVERAGE_POPULARITY: 3.5141176, RATIO_NOVELTY: 0.0306438, 
SearchBayesianSkopt: Config 91 is suboptimal. Config: {'topK': 906, 'l1_ratio': 0.009773247885591422, 'alpha': 0.42975893875758625} - results: PRECISION: 0.2309847, PRECISION_RECALL_MIN_DEN: 0.2333134, RECALL: 0.0528416, MAP: 0.1129106, MAP_MIN_DEN: 0.1138493, MRR: 0.4620858, NDCG: 0.2399316, F1: 0.0860075, HIT_RATE: 0.9055649, ARHR_ALL_HITS: 0.7191961, NOVELTY: 0.0052660, AVERAGE_POPULARITY: 0.6750714, DIVERSITY_MEAN_INTER_LIST: 0.7926166, DIVERSITY_HERFINDAHL: 0.9792558, COVERAGE_ITEM: 0.0324492, COVERAGE_ITEM_CORRECT: 0.0181627, COVERAGE_USER: 0.9991941, COVERAGE_USER_CORRECT: 0.9048352, DIVERSITY_GINI: 0.0034757, SHANNON_ENTROPY: 6.3054807, RATIO_DIVERSITY_HERFINDAHL: 0.9796336, RATIO_DIVERSITY_GINI: 0.0140345, RATIO_SHANNON_ENTROPY: 0.5089437, RATIO_AVERAGE_POPULARITY: 3.3382098, RATIO_NOVELTY: 0.0309725, 
SearchBayesianSkopt: Config 92 is suboptimal. Config: {'topK': 1500, 'l1_ratio': 4.370590578637275e-05, 'alpha': 0.0457120610319898} - results: PRECISION: 0.2397023, PRECISION_RECALL_MIN_DEN: 0.2421542, RECALL: 0.0555479, MAP: 0.1167391, MAP_MIN_DEN: 0.1176839, MRR: 0.4643629, NDCG: 0.2466704, F1: 0.0901944, HIT_RATE: 0.9157563, ARHR_ALL_HITS: 0.7334819, NOVELTY: 0.0055349, AVERAGE_POPULARITY: 0.5376000, DIVERSITY_MEAN_INTER_LIST: 0.9121949, DIVERSITY_HERFINDAHL: 0.9912128, COVERAGE_ITEM: 0.0761393, COVERAGE_ITEM_CORRECT: 0.0479539, COVERAGE_USER: 0.9991941, COVERAGE_USER_CORRECT: 0.9150183, DIVERSITY_GINI: 0.0108962, SHANNON_ENTROPY: 7.8681302, RATIO_DIVERSITY_HERFINDAHL: 0.9915952, RATIO_DIVERSITY_GINI: 0.0439979, RATIO_SHANNON_ENTROPY: 0.6350721, RATIO_AVERAGE_POPULARITY: 2.6584175, RATIO_NOVELTY: 0.0325541, 
SearchBayesianSkopt: Config 93 is suboptimal. Config: {'topK': 918, 'l1_ratio': 0.0014758331084626561, 'alpha': 0.6179848073259133} - results: PRECISION: 0.2337121, PRECISION_RECALL_MIN_DEN: 0.2360559, RECALL: 0.0533996, MAP: 0.1143331, MAP_MIN_DEN: 0.1152569, MRR: 0.4631612, NDCG: 0.2422159, F1: 0.0869357, HIT_RATE: 0.9082044, ARHR_ALL_HITS: 0.7247139, NOVELTY: 0.0052772, AVERAGE_POPULARITY: 0.6708321, DIVERSITY_MEAN_INTER_LIST: 0.7940200, DIVERSITY_HERFINDAHL: 0.9793962, COVERAGE_ITEM: 0.0357716, COVERAGE_ITEM_CORRECT: 0.0208206, COVERAGE_USER: 0.9991941, COVERAGE_USER_CORRECT: 0.9074725, DIVERSITY_GINI: 0.0036357, SHANNON_ENTROPY: 6.3486045, RATIO_DIVERSITY_HERFINDAHL: 0.9797740, RATIO_DIVERSITY_GINI: 0.0146808, RATIO_SHANNON_ENTROPY: 0.5124244, RATIO_AVERAGE_POPULARITY: 3.3172466, RATIO_NOVELTY: 0.0310387, 
SearchBayesianSkopt: Config 94 is suboptimal. Config: {'topK': 907, 'l1_ratio': 0.008408373706014514, 'alpha': 0.1692867424000214} - results: PRECISION: 0.2368209, PRECISION_RECALL_MIN_DEN: 0.2393079, RECALL: 0.0546908, MAP: 0.1157453, MAP_MIN_DEN: 0.1167015, MRR: 0.4671560, NDCG: 0.2450396, F1: 0.0888604, HIT_RATE: 0.9124569, ARHR_ALL_HITS: 0.7321421, NOVELTY: 0.0053712, AVERAGE_POPULARITY: 0.6158058, DIVERSITY_MEAN_INTER_LIST: 0.8587680, DIVERSITY_HERFINDAHL: 0.9858705, COVERAGE_ITEM: 0.0472894, COVERAGE_ITEM_CORRECT: 0.0281854, COVERAGE_USER: 0.9991941, COVERAGE_USER_CORRECT: 0.9117216, DIVERSITY_GINI: 0.0059039, SHANNON_ENTROPY: 7.0272795, RATIO_DIVERSITY_HERFINDAHL: 0.9862508, RATIO_DIVERSITY_GINI: 0.0238395, RATIO_SHANNON_ENTROPY: 0.5672033, RATIO_AVERAGE_POPULARITY: 3.0451429, RATIO_NOVELTY: 0.0315917, 
SearchBayesianSkopt: Config 95 is suboptimal. Config: {'topK': 1500, 'l1_ratio': 0.00047784119657609157, 'alpha': 0.13271352725375277} - results: PRECISION: 0.2401422, PRECISION_RECALL_MIN_DEN: 0.2426037, RECALL: 0.0555379, MAP: 0.1174338, MAP_MIN_DEN: 0.1183842, MRR: 0.4693954, NDCG: 0.2477965, F1: 0.0902123, HIT_RATE: 0.9167828, ARHR_ALL_HITS: 0.7388423, NOVELTY: 0.0054296, AVERAGE_POPULARITY: 0.5880612, DIVERSITY_MEAN_INTER_LIST: 0.8790573, DIVERSITY_HERFINDAHL: 0.9878993, COVERAGE_ITEM: 0.0557617, COVERAGE_ITEM_CORRECT: 0.0354394, COVERAGE_USER: 0.9991941, COVERAGE_USER_CORRECT: 0.9160440, DIVERSITY_GINI: 0.0074501, SHANNON_ENTROPY: 7.3339601, RATIO_DIVERSITY_HERFINDAHL: 0.9882804, RATIO_DIVERSITY_GINI: 0.0300827, RATIO_SHANNON_ENTROPY: 0.5919569, RATIO_AVERAGE_POPULARITY: 2.9079467, RATIO_NOVELTY: 0.0319348, 
SearchBayesianSkopt: Config 96 is suboptimal. Config: {'topK': 914, 'l1_ratio': 8.469080314516625e-05, 'alpha': 0.8484033994860564} - results: PRECISION: 0.2321871, PRECISION_RECALL_MIN_DEN: 0.2344338, RECALL: 0.0528605, MAP: 0.1137731, MAP_MIN_DEN: 0.1147118, MRR: 0.4623568, NDCG: 0.2410216, F1: 0.0861156, HIT_RATE: 0.9046851, ARHR_ALL_HITS: 0.7221714, NOVELTY: 0.0052657, AVERAGE_POPULARITY: 0.6787230, DIVERSITY_MEAN_INTER_LIST: 0.7800528, DIVERSITY_HERFINDAHL: 0.9779996, COVERAGE_ITEM: 0.0344427, COVERAGE_ITEM_CORRECT: 0.0199347, COVERAGE_USER: 0.9991941, COVERAGE_USER_CORRECT: 0.9039560, DIVERSITY_GINI: 0.0033461, SHANNON_ENTROPY: 6.2292531, RATIO_DIVERSITY_HERFINDAHL: 0.9783768, RATIO_DIVERSITY_GINI: 0.0135111, RATIO_SHANNON_ENTROPY: 0.5027910, RATIO_AVERAGE_POPULARITY: 3.3562669, RATIO_NOVELTY: 0.0309709, 
SearchBayesianSkopt: Config 97 is suboptimal. Config: {'topK': 1220, 'l1_ratio': 0.0006597851505977552, 'alpha': 0.1173348949817169} - results: PRECISION: 0.2402522, PRECISION_RECALL_MIN_DEN: 0.2427008, RECALL: 0.0555241, MAP: 0.1173697, MAP_MIN_DEN: 0.1183213, MRR: 0.4686562, NDCG: 0.2477230, F1: 0.0902019, HIT_RATE: 0.9169294, ARHR_ALL_HITS: 0.7380879, NOVELTY: 0.0054426, AVERAGE_POPULARITY: 0.5815990, DIVERSITY_MEAN_INTER_LIST: 0.8837320, DIVERSITY_HERFINDAHL: 0.9883667, COVERAGE_ITEM: 0.0580320, COVERAGE_ITEM_CORRECT: 0.0366576, COVERAGE_USER: 0.9991941, COVERAGE_USER_CORRECT: 0.9161905, DIVERSITY_GINI: 0.0078372, SHANNON_ENTROPY: 7.4038343, RATIO_DIVERSITY_HERFINDAHL: 0.9887480, RATIO_DIVERSITY_GINI: 0.0316460, RATIO_SHANNON_ENTROPY: 0.5975967, RATIO_AVERAGE_POPULARITY: 2.8759913, RATIO_NOVELTY: 0.0320114, 
SearchBayesianSkopt: Config 98 is suboptimal. Config: {'topK': 902, 'l1_ratio': 0.0002098609137763763, 'alpha': 0.5343937265752847} - results: PRECISION: 0.2349879, PRECISION_RECALL_MIN_DEN: 0.2374812, RECALL: 0.0539828, MAP: 0.1150929, MAP_MIN_DEN: 0.1160325, MRR: 0.4639234, NDCG: 0.2434076, F1: 0.0877965, HIT_RATE: 0.9093042, ARHR_ALL_HITS: 0.7276385, NOVELTY: 0.0053032, AVERAGE_POPULARITY: 0.6566496, DIVERSITY_MEAN_INTER_LIST: 0.8101943, DIVERSITY_HERFINDAHL: 0.9810135, COVERAGE_ITEM: 0.0389280, COVERAGE_ITEM_CORRECT: 0.0235340, COVERAGE_USER: 0.9991941, COVERAGE_USER_CORRECT: 0.9085714, DIVERSITY_GINI: 0.0041415, SHANNON_ENTROPY: 6.5193046, RATIO_DIVERSITY_HERFINDAHL: 0.9813919, RATIO_DIVERSITY_GINI: 0.0167229, RATIO_SHANNON_ENTROPY: 0.5262024, RATIO_AVERAGE_POPULARITY: 3.2471144, RATIO_NOVELTY: 0.0311913, 
SearchBayesianSkopt: Config 99 is suboptimal. Config: {'topK': 1500, 'l1_ratio': 0.00011587053331232322, 'alpha': 0.1362014878190671} - results: PRECISION: 0.2401789, PRECISION_RECALL_MIN_DEN: 0.2426525, RECALL: 0.0555339, MAP: 0.1174116, MAP_MIN_DEN: 0.1183665, MRR: 0.4690225, NDCG: 0.2477696, F1: 0.0902096, HIT_RATE: 0.9165628, ARHR_ALL_HITS: 0.7385062, NOVELTY: 0.0054298, AVERAGE_POPULARITY: 0.5881142, DIVERSITY_MEAN_INTER_LIST: 0.8787246, DIVERSITY_HERFINDAHL: 0.9878660, COVERAGE_ITEM: 0.0557063, COVERAGE_ITEM_CORRECT: 0.0352179, COVERAGE_USER: 0.9991941, COVERAGE_USER_CORRECT: 0.9158242, DIVERSITY_GINI: 0.0074369, SHANNON_ENTROPY: 7.3307490, RATIO_DIVERSITY_HERFINDAHL: 0.9882471, RATIO_DIVERSITY_GINI: 0.0300294, RATIO_SHANNON_ENTROPY: 0.5916977, RATIO_AVERAGE_POPULARITY: 2.9082088, RATIO_NOVELTY: 0.0319364, 
SearchBayesianSkopt: Search complete. Best config is 83: {'topK': 1139, 'l1_ratio': 6.276359878274636e-05, 'alpha': 0.12289267654724283}
SearchBayesianSkopt: Best config evaluated with evaluator_test with constructor data for final test. Config: {'topK': 1139, 'l1_ratio': 6.276359878274636e-05, 'alpha': 0.12289267654724283} - results:
CUTOFF: 10 - PRECISION: 0.4009603, PRECISION_RECALL_MIN_DEN: 0.4028822, RECALL: 0.0718087, MAP: 0.2490015, MAP_MIN_DEN: 0.2499239, MRR: 0.6505807, NDCG: 0.4155759, F1: 0.1218034, HIT_RATE: 0.9731691, ARHR_ALL_HITS: 1.2499681, NOVELTY: 0.0054924, AVERAGE_POPULARITY: 0.5573543, DIVERSITY_MEAN_INTER_LIST: 0.9073754, DIVERSITY_HERFINDAHL: 0.9907309, COVERAGE_ITEM: 0.0655629, COVERAGE_ITEM_CORRECT: 0.0470126, COVERAGE_USER: 0.9993407, COVERAGE_USER_CORRECT: 0.9725275, DIVERSITY_GINI: 0.0095864, SHANNON_ENTROPY: 7.7095129, RATIO_DIVERSITY_HERFINDAHL: 0.9911130, RATIO_DIVERSITY_GINI: 0.0386710, RATIO_SHANNON_ENTROPY: 0.6222271, RATIO_AVERAGE_POPULARITY: 2.7429483, RATIO_NOVELTY: 0.0258419, 

